# t,q1,q2,q3,q4,q5,q6,q7,m1,m2,m3,m4,m5,m6,m7,px,py,pz,is_policy
1.788373099044157267e+09,-8.083391003310680389e-03,-3.696999847888946533e-01,4.326968453824520111e-03,9.324470758438110352e-01,-4.638409316539764404e-01,-7.834986317902803421e-04,-3.301279842853546143e-01,-1.926451514457916403e-02,-3.770885786221107594e-01,-1.335164415960932160e-03,9.229800869764250848e-01,-4.671168078126193279e-01,2.861066605630568915e-03,-2.859159227893499633e-01,2.200000000000000011e-01,1.000000000000000333e-01,1.600000000000000311e-01,1.000000000000000000e+00
1.788373099052819252e+09,8.665463887155056000e-03,-3.516999483108520508e-01,2.070478349924087524e-02,9.288542866706848145e-01,-4.588679373264312744e-01,-3.851809306070208549e-03,-3.286775350570678711e-01,-1.926451514457916403e-02,-3.770885786221107594e-01,-1.335164415960932160e-03,9.229800869764250848e-01,-4.671168078126193279e-01,2.861066605630568915e-03,-2.859159227893499633e-01,2.200000000000000011e-01,1.000000000000000333e-01,1.600000000000000311e-01,1.000000000000000000e+00
1.788373099146468639e+09,3.619325533509254456e-02,-3.216999471187591553e-01,4.836738109588623047e-02,9.221343398094177246e-01,-4.505076706409454346e-01,-8.650224655866622925e-03,-3.259292244911193848e-01,-1.659418631265729971e-02,-3.759441519798585318e-01,-1.335164415960932160e-03,9.229800869764250848e-01,-4.667353322652019187e-01,2.861066605630568915e-03,-2.862973983367673725e-01,2.200000000000000011e-01,1.000000000000000333e-01,1.600000000000000311e-01,1.000000000000000000e+00
1.788373099219694853e+09,7.333882898092269897e-02,-2.796999216079711914e-01,8.792458474636077881e-02,9.106676578521728516e-01,-4.385083019733428955e-01,-1.519062370061874390e-02,-3.210654258728027344e-01,-5.531395437552433236e-03,-3.644998855573362562e-01,1.335164415960932160e-03,9.229800869764250848e-01,-4.652094300755322820e-01,2.479591058213159727e-03,-2.866788738841847817e-01,2.204620325565337935e-01,1.000000000000000333e-01,1.600000000000000311e-01,1.000000000000000000e+00
1.788373099300751686e+09,1.154523044824600220e-01,-2.268203943967819214e-01,1.390449702739715576e-01,8.915581703186035156e-01,-4.226212203502655029e-01,-2.237470261752605438e-02,-3.119996488094329834e-01,2.079041733424880078e-02,-3.408484016174568865e-01,3.833829251544962347e-02,9.237430380712599032e-01,-4.594872968642711442e-01,5.722133211261137831e-04,-2.916380560006111011e-01,2.394021833664381482e-01,1.064242265914334268e-01,1.600000000000000311e-01,1.000000000000000000e+00
