# t,q1,q2,q3,q4,q5,q6,q7
1.788378981407878160e+09,3.470329940319061279e-01,3.199339210987091064e-01,1.464312076568603516e-01,4.486338496208190918e-01,-2.961665093898773193e-01,3.273931443691253662e-01,9.851680397987365723e-01
1.788378981459777355e+09,3.579015433788299561e-01,3.168970644474029541e-01,1.566833704710006714e-01,4.399216175079345703e-01,-2.866908311843872070e-01,3.225356340408325195e-01,9.766612648963928223e-01
1.788378981512024403e+09,3.666867613792419434e-01,3.144106864929199219e-01,1.668694764375686646e-01,4.301996827125549316e-01,-2.776756286621093750e-01,3.169393241405487061e-01,9.673635363578796387e-01
1.788378981563664198e+09,3.733886480331420898e-01,3.124549686908721924e-01,1.767953634262084961e-01,4.197030067443847656e-01,-2.692696452140808105e-01,3.106866478919982910e-01,9.574868083000183105e-01
1.788378981609242916e+09,3.780072033405303955e-01,3.111115097999572754e-01,1.862246096134185791e-01,4.086435735225677490e-01,-2.617042064666748047e-01,3.038039803504943848e-01,9.471377730369567871e-01
1.788378981658117056e+09,3.805424273014068604e-01,3.105211853981018066e-01,1.948570907115936279e-01,3.973622918128967285e-01,-2.552342414855957031e-01,2.965091168880462646e-01,9.366709589958190918e-01
1.788378981708589077e+09,3.809943199157714844e-01,3.108002543449401855e-01,2.025179415941238403e-01,3.861852288246154785e-01,-2.499831169843673706e-01,2.890453934669494629e-01,9.264638423919677734e-01
1.788378981758408308e+09,3.793628811836242676e-01,3.122372925281524658e-01,2.089280337095260620e-01,3.755853474140167236e-01,-2.461949586868286133e-01,2.816973328590393066e-01,9.169377088546752930e-01
1.788378981808262825e+09,3.756480813026428223e-01,3.149610757827758789e-01,2.138883918523788452e-01,3.659775853157043457e-01,-2.439926415681838989e-01,2.748210728168487549e-01,9.084883928298950195e-01
1.788378981858237505e+09,3.698499500751495361e-01,3.186427354812622070e-01,2.175792008638381958e-01,3.572660982608795166e-01,-2.430884987115859985e-01,2.686522603034973145e-01,9.011738300323486328e-01
1.788378981908283234e+09,3.619684875011444092e-01,3.229394555091857910e-01,2.201298475265502930e-01,3.491404056549072266e-01,-2.433053255081176758e-01,2.631744742393493652e-01,8.948192596435546875e-01
1.788378981958541870e+09,3.520036935806274414e-01,3.275447487831115723e-01,2.215445786714553833e-01,3.414244651794433594e-01,-2.445845454931259155e-01,2.583315670490264893e-01,8.894166350364685059e-01
1.788378982009172440e+09,3.399555683135986328e-01,3.322332799434661865e-01,2.219674140214920044e-01,3.340422511100769043e-01,-2.467372566461563110e-01,2.540859878063201904e-01,8.851043581962585449e-01
1.788378982058315039e+09,3.258241117000579834e-01,3.368796706199645996e-01,2.214830070734024048e-01,3.270795047283172607e-01,-2.496497184038162231e-01,2.504659891128540039e-01,8.821795582771301270e-01
1.788378982108861208e+09,3.097566664218902588e-01,3.409005105495452881e-01,2.193432599306106567e-01,3.214901387691497803e-01,-2.537608742713928223e-01,2.481650561094284058e-01,8.822569251060485840e-01
1.788378982159114599e+09,2.936642169952392578e-01,3.435707688331604004e-01,2.151209712028503418e-01,3.183999657630920410e-01,-2.591323554515838623e-01,2.478631436824798584e-01,8.864329457283020020e-01
1.788378982208937883e+09,2.794828116893768311e-01,3.450120389461517334e-01,2.097063213586807251e-01,3.174107372760772705e-01,-2.649901509284973145e-01,2.490425705909729004e-01,8.932964801788330078e-01
1.788378982259478331e+09,2.673847377300262451e-01,3.456463515758514404e-01,2.038753479719161987e-01,3.176249861717224121e-01,-2.708205282688140869e-01,2.510243058204650879e-01,9.013461470603942871e-01
1.788378982310010433e+09,2.573699951171875000e-01,3.456224203109741211e-01,1.978702545166015625e-01,3.187800049781799316e-01,-2.764769196510314941e-01,2.536284029483795166e-01,9.100324511528015137e-01
1.788378982361435890e+09,2.494385689496994019e-01,3.450975716114044189e-01,1.917899847030639648e-01,3.208372592926025391e-01,-2.819101810455322266e-01,2.567465901374816895e-01,9.191321134567260742e-01
1.788378982409562349e+09,2.435904741287231445e-01,3.442219197750091553e-01,1.857294887304306030e-01,3.238206505775451660e-01,-2.870551049709320068e-01,2.603361904621124268e-01,9.285736680030822754e-01
1.788378982459981918e+09,2.398257255554199219e-01,3.430664837360382080e-01,1.798545271158218384e-01,3.277904093265533447e-01,-2.917365133762359619e-01,2.645020484924316406e-01,9.384682178497314453e-01
1.788378982509991884e+09,2.381443083286285400e-01,3.416372537612915039e-01,1.742936223745346069e-01,3.326992094516754150e-01,-2.958172857761383057e-01,2.693134844303131104e-01,9.487860202789306641e-01
1.788378982560314417e+09,2.385462224483489990e-01,3.398670852184295654e-01,1.691508442163467407e-01,3.383787274360656738e-01,-2.991831302642822266e-01,2.748048603534698486e-01,9.593518972396850586e-01
1.788378982611120224e+09,2.410314679145812988e-01,3.376360237598419189e-01,1.645320653915405273e-01,3.445929586887359619e-01,-3.017039000988006592e-01,2.810284793376922607e-01,9.699588418006896973e-01
1.788378982659940958e+09,2.456000447273254395e-01,3.349536657333374023e-01,1.605247110128402710e-01,3.511977791786193848e-01,-3.033085763454437256e-01,2.879595756530761719e-01,9.803875684738159180e-01
1.788378982709881067e+09,2.522519826889038086e-01,3.319042026996612549e-01,1.573466360569000244e-01,3.581545352935791016e-01,-3.037525117397308350e-01,2.957938015460968018e-01,9.906408190727233887e-01
1.788378982760101795e+09,2.609872519969940186e-01,3.285858035087585449e-01,1.551407724618911743e-01,3.654074370861053467e-01,-3.028833270072937012e-01,3.046894073486328125e-01,1.000635743141174316e+00
1.788378982810297251e+09,2.718058526515960693e-01,3.252476453781127930e-01,1.542011052370071411e-01,3.726976811885833740e-01,-3.003722429275512695e-01,3.150780200958251953e-01,1.010071873664855957e+00
1.788378982860174656e+09,2.847077846527099609e-01,3.219651281833648682e-01,1.547518372535705566e-01,3.796159327030181885e-01,-2.959916889667510986e-01,3.270995020866394043e-01,1.018452882766723633e+00
1.788378982911621094e+09,2.996930480003356934e-01,3.186072707176208496e-01,1.566147953271865845e-01,3.859612643718719482e-01,-2.900336682796478271e-01,3.400666415691375732e-01,1.025361657142639160e+00
1.788378982960716486e+09,3.167616426944732666e-01,3.148686289787292480e-01,1.599101275205612183e-01,3.911648988723754883e-01,-2.823994159698486328e-01,3.535153567790985107e-01,1.030236482620239258e+00
1.788378983010660410e+09,3.346522152423858643e-01,3.107230067253112793e-01,1.648255139589309692e-01,3.941461741924285889e-01,-2.730058729648590088e-01,3.671739399433135986e-01,1.032641887664794922e+00
1.788378983060413599e+09,3.517315089702606201e-01,3.067108988761901855e-01,1.710166931152343750e-01,3.943496644496917725e-01,-2.624492049217224121e-01,3.806850910186767578e-01,1.032609224319458008e+00
1.788378983110489130e+09,3.672501742839813232e-01,3.038040101528167725e-01,1.781131923198699951e-01,3.919784426689147949e-01,-2.514306306838989258e-01,3.936383128166198730e-01,1.029484868049621582e+00
1.788378983160785913e+09,3.807580769062042236e-01,3.028087317943572998e-01,1.856286674737930298e-01,3.877874910831451416e-01,-2.406108975410461426e-01,4.060327708721160889e-01,1.023427963256835938e+00
1.788378983210659266e+09,3.921826481819152832e-01,3.037346601486206055e-01,1.930316835641860962e-01,3.826079666614532471e-01,-2.304160296916961670e-01,4.181791245937347412e-01,1.015799045562744141e+00
1.788378983260749102e+09,4.015238881111145020e-01,3.062948584556579590e-01,2.000981718301773071e-01,3.769404888153076172e-01,-2.209627777338027954e-01,4.301437437534332275e-01,1.007479548454284668e+00
1.788378983311572313e+09,4.087817966938018799e-01,3.100463449954986572e-01,2.066496461629867554e-01,3.710212111473083496e-01,-2.123611718416213989e-01,4.417804479598999023e-01,9.989169836044311523e-01
1.788378983363018990e+09,4.139563739299774170e-01,3.148297667503356934e-01,2.124898880720138550e-01,3.650939464569091797e-01,-2.048021554946899414e-01,4.528942406177520752e-01,9.903447031974792480e-01
1.788378983414418697e+09,4.170476198196411133e-01,3.208607137203216553e-01,2.173786461353302002e-01,3.596014976501464844e-01,-1.985711008310317993e-01,4.633067250251770020e-01,9.820332527160644531e-01
1.788378983465425014e+09,4.180555343627929688e-01,3.282693326473236084e-01,2.212108820676803589e-01,3.548752367496490479e-01,-1.938003897666931152e-01,4.728624224662780762e-01,9.742428064346313477e-01
1.788378983514612198e+09,4.170653820037841797e-01,3.374293744564056396e-01,2.236670702695846558e-01,3.514654934406280518e-01,-1.908914446830749512e-01,4.812617301940917969e-01,9.671969413757324219e-01
1.788378983562223673e+09,4.144809246063232422e-01,3.486727476119995117e-01,2.244322448968887329e-01,3.499715328216552734e-01,-1.902193725109100342e-01,4.882337450981140137e-01,9.610685110092163086e-01
1.788378983611932516e+09,4.109008610248565674e-01,3.619994521141052246e-01,2.233714163303375244e-01,3.507056832313537598e-01,-1.918963193893432617e-01,4.936673939228057861e-01,9.558646678924560547e-01
1.788378983662708998e+09,4.067567586898803711e-01,3.772615194320678711e-01,2.204511761665344238e-01,3.538444340229034424e-01,-1.959140598773956299e-01,4.975489377975463867e-01,9.515252113342285156e-01
1.788378983712959290e+09,4.019329249858856201e-01,3.939650952816009521e-01,2.156842499971389771e-01,3.592229187488555908e-01,-2.021607309579849243e-01,5.000832676887512207e-01,9.480934739112854004e-01
1.788378983764621258e+09,3.956560492515563965e-01,4.112842977046966553e-01,2.090784907341003418e-01,3.663476705551147461e-01,-2.104743868112564087e-01,5.015640258789062500e-01,9.458336234092712402e-01
1.788378983813159466e+09,3.873578906059265137e-01,4.280464053153991699e-01,2.009325623512268066e-01,3.745564520359039307e-01,-2.203081697225570679e-01,5.023923516273498535e-01,9.449769854545593262e-01
1.788378983865549803e+09,3.771699965000152588e-01,4.431419074535369873e-01,1.917486935853958130e-01,3.831541240215301514e-01,-2.308832108974456787e-01,5.030165314674377441e-01,9.454268217086791992e-01
1.788378983915648222e+09,3.656155765056610107e-01,4.561540782451629639e-01,1.820259541273117065e-01,3.916739821434020996e-01,-2.415663152933120728e-01,5.037015080451965332e-01,9.468544721603393555e-01
1.788378983965275764e+09,3.531820178031921387e-01,4.670828878879547119e-01,1.720814108848571777e-01,3.998714387416839600e-01,-2.520191669464111328e-01,5.045128464698791504e-01,9.489704966545104980e-01
1.788378984016841888e+09,3.402927517890930176e-01,4.759283661842346191e-01,1.621070504188537598e-01,4.077068567276000977e-01,-2.620297968387603760e-01,5.054633617401123047e-01,9.517207741737365723e-01
1.788378984065784216e+09,3.275271356105804443e-01,4.826905131340026855e-01,1.522548198699951172e-01,4.152614474296569824e-01,-2.714238762855529785e-01,5.065566301345825195e-01,9.550307989120483398e-01
1.788378984115467548e+09,3.155204355716705322e-01,4.873693287372589111e-01,1.426871120929718018e-01,4.225763380527496338e-01,-2.800340056419372559e-01,5.077570080757141113e-01,9.587351083755493164e-01
1.788378984165596962e+09,3.049087226390838623e-01,4.899648129940032959e-01,1.335814297199249268e-01,4.297197461128234863e-01,-2.876790761947631836e-01,5.090211629867553711e-01,9.627045989036560059e-01
1.788378984216331720e+09,2.958749234676361084e-01,4.904769659042358398e-01,1.250235736370086670e-01,4.365563988685607910e-01,-2.942838072776794434e-01,5.103021860122680664e-01,9.667875766754150391e-01
1.788378984266277075e+09,2.882431447505950928e-01,4.889057874679565430e-01,1.170005649328231812e-01,4.427872300148010254e-01,-2.998640835285186768e-01,5.115458369255065918e-01,9.708183407783508301e-01
1.788378984316488028e+09,2.819877564907073975e-01,4.852512776851654053e-01,1.095227003097534180e-01,4.482079148292541504e-01,-3.044054806232452393e-01,5.127033591270446777e-01,9.746569395065307617e-01
1.788378984369355917e+09,2.773669660091400146e-01,4.795134365558624268e-01,1.027374491095542908e-01,4.528376460075378418e-01,-3.077515363693237305e-01,5.137500762939453125e-01,9.783415198326110840e-01
1.788378984421552658e+09,2.746511697769165039e-01,4.716922640800476074e-01,9.684374928474426270e-02,4.566161632537841797e-01,-3.097415566444396973e-01,5.145533680915832520e-01,9.818223714828491211e-01
1.788378984472293615e+09,2.739450037479400635e-01,4.618541002273559570e-01,9.203847497701644897e-02,4.593241214752197266e-01,-3.102920055389404297e-01,5.148603320121765137e-01,9.849184155464172363e-01
1.788378984519665003e+09,2.753221690654754639e-01,4.504139125347137451e-01,8.842805027961730957e-02,4.610180556774139404e-01,-3.094837367534637451e-01,5.146728754043579102e-01,9.875110983848571777e-01
1.788378984567829609e+09,2.787826657295227051e-01,4.377846121788024902e-01,8.622934669256210327e-02,4.615872800350189209e-01,-3.073124587535858154e-01,5.139023065567016602e-01,9.895556569099426270e-01
1.788378984616782665e+09,2.843264937400817871e-01,4.244001209735870361e-01,8.547358959913253784e-02,4.611666500568389893e-01,-3.039307594299316406e-01,5.122347474098205566e-01,9.909184575080871582e-01
1.788378984667035580e+09,2.919536530971527100e-01,4.109012484550476074e-01,8.574380725622177124e-02,4.602524340152740479e-01,-2.999075949192047119e-01,5.095618367195129395e-01,9.913210272789001465e-01
1.788378984717203379e+09,3.016641438007354736e-01,3.978154957294464111e-01,8.680316805839538574e-02,4.589341878890991211e-01,-2.956264317035675049e-01,5.057138204574584961e-01,9.905046820640563965e-01
1.788378984767179251e+09,3.134100139141082764e-01,3.857512772083282471e-01,8.863925188779830933e-02,4.570367932319641113e-01,-2.913519144058227539e-01,5.003082752227783203e-01,9.880108237266540527e-01
1.788378984823011160e+09,3.267597854137420654e-01,3.751867711544036865e-01,9.125241637229919434e-02,4.543298780918121338e-01,-2.872824370861053467e-01,4.930970072746276855e-01,9.834764599800109863e-01
1.788378984869597673e+09,3.407832682132720947e-01,3.664158582687377930e-01,9.456524252891540527e-02,4.505954384803771973e-01,-2.835880815982818604e-01,4.840045869350433350e-01,9.768258333206176758e-01
1.788378984921809435e+09,3.541718423366546631e-01,3.596672117710113525e-01,9.847711026668548584e-02,4.455792903900146484e-01,-2.804221510887145996e-01,4.730171561241149902e-01,9.682132005691528320e-01
1.788378984967833281e+09,3.658221960067749023e-01,3.550018966197967529e-01,1.028149127960205078e-01,4.391376078128814697e-01,-2.779251933097839355e-01,4.602786302566528320e-01,9.578374028205871582e-01
1.788378985017760754e+09,3.753910362720489502e-01,3.523232638835906982e-01,1.074534133076667786e-01,4.314085543155670166e-01,-2.761262953281402588e-01,4.459947347640991211e-01,9.458752274513244629e-01
1.788378985067816973e+09,3.828765451908111572e-01,3.512962162494659424e-01,1.123124137520790100e-01,4.228459596633911133e-01,-2.749053239822387695e-01,4.304054975509643555e-01,9.330334067344665527e-01
1.788378985117963314e+09,3.882787227630615234e-01,3.516261577606201172e-01,1.171191707253456116e-01,4.139597713947296143e-01,-2.743066251277923584e-01,4.138956665992736816e-01,9.201068282127380371e-01
1.788378985167658329e+09,3.915975689888000488e-01,3.529909849166870117e-01,1.216099634766578674e-01,4.049790799617767334e-01,-2.743728160858154297e-01,3.969736099243164062e-01,9.074484109878540039e-01
1.788378985217881441e+09,3.928330838680267334e-01,3.549696803092956543e-01,1.256913840770721436e-01,3.958902060985565186e-01,-2.749954760074615479e-01,3.800382316112518311e-01,8.951650261878967285e-01
1.788378985268441439e+09,3.919852674007415771e-01,3.573258221149444580e-01,1.293032914400100708e-01,3.866763710975646973e-01,-2.761155664920806885e-01,3.633386492729187012e-01,8.833268284797668457e-01
1.788378985321650267e+09,3.890541195869445801e-01,3.599213957786560059e-01,1.323717683553695679e-01,3.774243891239166260e-01,-2.777211368083953857e-01,3.470835387706756592e-01,8.721829652786254883e-01
1.788378985370278358e+09,3.840396404266357422e-01,3.625257611274719238e-01,1.345899999141693115e-01,3.684631586074829102e-01,-2.799591124057769775e-01,3.316397666931152344e-01,8.623360991477966309e-01
1.788378985425327301e+09,3.769975602626800537e-01,3.649270534515380859e-01,1.348512768745422363e-01,3.610140681266784668e-01,-2.835406959056854248e-01,3.181535303592681885e-01,8.554983139038085938e-01
1.788378985471584320e+09,3.691610693931579590e-01,3.674509227275848389e-01,1.326820701360702515e-01,3.561878204345703125e-01,-2.887017428874969482e-01,3.077016174793243408e-01,8.528009653091430664e-01
1.788378985521420956e+09,3.624021112918853760e-01,3.708468079566955566e-01,1.289172917604446411e-01,3.541393280029296875e-01,-2.946974933147430420e-01,3.007150590419769287e-01,8.536912798881530762e-01
1.788378985569848061e+09,3.561352789402008057e-01,3.743866384029388428e-01,1.242602393031120300e-01,3.536422252655029297e-01,-3.005881309509277344e-01,2.983494997024536133e-01,8.570727705955505371e-01
1.788378985620026827e+09,3.505162298679351807e-01,3.767611682415008545e-01,1.194282770156860352e-01,3.534748554229736328e-01,-3.056161999702453613e-01,2.998872697353363037e-01,8.615173101425170898e-01
1.788378985670277357e+09,3.469159305095672607e-01,3.774137496948242188e-01,1.152075678110122681e-01,3.532859981060028076e-01,-3.092459738254547119e-01,3.034487962722778320e-01,8.659333586692810059e-01
1.788378985720474958e+09,3.453344404697418213e-01,3.762813806533813477e-01,1.118190437555313110e-01,3.527609109878540039e-01,-3.113689720630645752e-01,3.084220290184020996e-01,8.697848320007324219e-01
1.788378985770318747e+09,3.458362817764282227e-01,3.734538257122039795e-01,1.093398407101631165e-01,3.517865240573883057e-01,-3.119785189628601074e-01,3.144359588623046875e-01,8.727343678474426270e-01
1.788378985820060492e+09,3.484214544296264648e-01,3.690057396888732910e-01,1.079604178667068481e-01,3.503754138946533203e-01,-3.109828829765319824e-01,3.211652636528015137e-01,8.747447133064270020e-01
1.788378985870863438e+09,3.522289991378784180e-01,3.634743690490722656e-01,1.081014275550842285e-01,3.485023379325866699e-01,-3.081483840942382812e-01,3.282612562179565430e-01,8.763878345489501953e-01
1.788378985920560598e+09,3.567082285881042480e-01,3.572068810462951660e-01,1.100239977240562439e-01,3.462051749229431152e-01,-3.033010065555572510e-01,3.354485929012298584e-01,8.781336545944213867e-01
1.788378985970767975e+09,3.611660003662109375e-01,3.507274389266967773e-01,1.136879473924636841e-01,3.436205685138702393e-01,-2.966521084308624268e-01,3.422259092330932617e-01,8.804327845573425293e-01
1.788378986021121025e+09,3.640696704387664795e-01,3.446268737316131592e-01,1.189563721418380737e-01,3.407213985919952393e-01,-2.885117232799530029e-01,3.483265042304992676e-01,8.839862942695617676e-01
1.788378986070777893e+09,3.648900091648101807e-01,3.390145301818847656e-01,1.255187541246414185e-01,3.376864790916442871e-01,-2.792119383811950684e-01,3.537896275520324707e-01,8.891523480415344238e-01
1.788378986121241570e+09,3.637386560440063477e-01,3.339549005031585693e-01,1.330439746379852295e-01,3.345959186553955078e-01,-2.690671980381011963e-01,3.588171303272247314e-01,8.957749009132385254e-01
1.788378986171092749e+09,3.618793487548828125e-01,3.299547433853149414e-01,1.408689767122268677e-01,3.318628072738647461e-01,-2.587813735008239746e-01,3.636568486690521240e-01,9.033482670783996582e-01
1.788378986221300364e+09,3.612837791442871094e-01,3.271255493164062500e-01,1.482756286859512329e-01,3.298418223857879639e-01,-2.490793019533157349e-01,3.684192001819610596e-01,9.107877016067504883e-01
1.788378986271368742e+09,3.620790243148803711e-01,3.246936798095703125e-01,1.549335420131683350e-01,3.277793824672698975e-01,-2.402151376008987427e-01,3.731240332126617432e-01,9.165412783622741699e-01
1.788378986321860313e+09,3.640830516815185547e-01,3.222143352031707764e-01,1.607657670974731445e-01,3.253362178802490234e-01,-2.322842478752136230e-01,3.773763179779052734e-01,9.200535416603088379e-01
1.788378986371639252e+09,3.666895925998687744e-01,3.200885355472564697e-01,1.656655967235565186e-01,3.228045403957366943e-01,-2.255498617887496948e-01,3.806036710739135742e-01,9.221686124801635742e-01
1.788378986421670914e+09,3.679972887039184570e-01,3.188260495662689209e-01,1.697033941745758057e-01,3.201968371868133545e-01,-2.200757265090942383e-01,3.825718164443969727e-01,9.242199659347534180e-01
1.788378986476198435e+09,3.679726719856262207e-01,3.188421130180358887e-01,1.728802025318145752e-01,3.182565569877624512e-01,-2.158888280391693115e-01,3.832575082778930664e-01,9.275686740875244141e-01
1.788378986526909351e+09,3.684098422527313232e-01,3.203102350234985352e-01,1.750850230455398560e-01,3.181593120098114014e-01,-2.130315601825714111e-01,3.827948570251464844e-01,9.331170320510864258e-01
1.788378986573583603e+09,3.706411421298980713e-01,3.226814568042755127e-01,1.765646785497665405e-01,3.197676837444305420e-01,-2.111822068691253662e-01,3.812221884727478027e-01,9.399939179420471191e-01
1.788378986622800112e+09,3.749557733535766602e-01,3.256137967109680176e-01,1.774054914712905884e-01,3.225298225879669189e-01,-2.102297544479370117e-01,3.786103427410125732e-01,9.469025731086730957e-01
1.788378986672688723e+09,3.813537657260894775e-01,3.293815553188323975e-01,1.772824972867965698e-01,3.266382217407226562e-01,-2.104849815368652344e-01,3.752813935279846191e-01,9.535131454467773438e-01
1.788378986722700834e+09,3.882480859756469727e-01,3.343674242496490479e-01,1.753578484058380127e-01,3.316896557807922363e-01,-2.128278911113739014e-01,3.715250194072723389e-01,9.597688913345336914e-01
