# t,q1,q2,q3,q4,q5,q6,q7,m1,m2,m3,m4,m5,m6,m7,px,py,pz,is_policy
1.788370402322491884e+09,-2.871194295585155487e-02,-1.714045107364654541e-01,2.545368298888206482e-02,3.651067614555358887e-01,-3.420519530773162842e-01,2.895909249782562256e-01,-1.369189381599426270e+00,-3.299763485160589482e-02,-1.661326009002817017e-01,2.079041733424880078e-02,3.679331654840911625e-01,-3.408484016174568865e-01,2.954528114747834167e-01,-1.294155794613564225e+00,2.562779247760772483e-01,2.941005598753690942e-01,2.611129117012024325e-01,1.000000000000000000e+00
1.788370402572811842e+09,-2.829271182417869568e-02,-1.726465523242950439e-01,2.306081727147102356e-02,3.624161183834075928e-01,-3.430564701557159424e-01,2.881487607955932617e-01,-1.372394084930419922e+00,-3.299763485160589482e-02,-1.661326009002817017e-01,2.079041733424880078e-02,3.675516899366737533e-01,-3.351262684061957486e-01,2.954528114747834167e-01,-1.308651865415425775e+00,2.574670034646987515e-01,2.962926875054836540e-01,2.596944236755371338e-01,1.000000000000000000e+00
1.788370402823375940e+09,-2.855141274631023407e-02,-1.730586290359497070e-01,1.979348435997962952e-02,3.595897257328033447e-01,-3.450774252414703369e-01,2.866490781307220459e-01,-1.374402999877929688e+00,-3.299763485160589482e-02,-1.661326009002817017e-01,2.079041733424880078e-02,3.648813611047518890e-01,-3.351262684061957486e-01,2.950713359273660075e-01,-1.308651865415425775e+00,2.574414658546447798e-01,2.958576441556215464e-01,2.597848641872406161e-01,1.000000000000000000e+00
1.788370403077683687e+09,-2.917884476482868195e-02,-1.728712916374206543e-01,1.701018027961254120e-02,3.573441207408905029e-01,-3.466068804264068604e-01,2.855306267738342285e-01,-1.376456260681152344e+00,-3.299763485160589482e-02,-1.661326009002817017e-01,2.079041733424880078e-02,3.568703746089862960e-01,-3.351262684061957486e-01,2.946898603799485983e-01,-1.309033340962843184e+00,2.562857389450072798e-01,2.938650295138359181e-01,2.613132393360138028e-01,1.000000000000000000e+00
1.788370403323574543e+09,-2.974791266024112701e-02,-1.727211624383926392e-01,1.460698246955871582e-02,3.557160496711730957e-01,-3.478057980537414551e-01,2.849876284599304199e-01,-1.378827452659606934e+00,-3.299763485160589482e-02,-1.661326009002817017e-01,2.079041733424880078e-02,3.568703746089862960e-01,-3.355077439536131578e-01,2.927824826428615523e-01,-1.309033340962843184e+00,2.557519632577895941e-01,2.941126763075589956e-01,2.615410125255585028e-01,1.000000000000000000e+00
1.788370403573988199e+09,-3.026737086474895477e-02,-1.723090708255767822e-01,1.268708333373069763e-02,3.543868362903594971e-01,-3.485955893993377686e-01,2.847338020801544189e-01,-1.381122827529907227e+00,-3.299763485160589482e-02,-1.661326009002817017e-01,2.040894178683139160e-02,3.568703746089862960e-01,-3.355077439536131578e-01,2.916380560006093248e-01,-1.309033340962843184e+00,2.563822042942046631e-01,2.937435431033372790e-01,2.613389015197754017e-01,1.000000000000000000e+00
1.788370403824548721e+09,-3.071690909564495087e-02,-1.721963286399841309e-01,1.155460998415946960e-02,3.531595170497894287e-01,-3.487703502178192139e-01,2.843852341175079346e-01,-1.383122205734252930e+00,-3.299763485160589482e-02,-1.661326009002817017e-01,2.040894178683139160e-02,3.568703746089862960e-01,-3.355077439536131578e-01,2.916380560006093248e-01,-1.309033340962843184e+00,2.563287055492400879e-01,2.937479908764362158e-01,2.613241493701934925e-01,1.000000000000000000e+00
1.788370404075427532e+09,-3.113311901688575745e-02,-1.720652580261230469e-01,1.079041790217161179e-02,3.520046472549438477e-01,-3.486987650394439697e-01,2.840024232864379883e-01,-1.384816765785217285e+00,-3.299763485160589482e-02,-1.661326009002817017e-01,2.040894178683139160e-02,3.564888990615688869e-01,-3.355077439536131578e-01,2.916380560006093248e-01,-1.309414816510260593e+00,2.563197135925292525e-01,2.936730253696441806e-01,2.613523817062378130e-01,1.000000000000000000e+00
1.788370404324686289e+09,-3.146241232752799988e-02,-1.717578917741775513e-01,1.056018657982349396e-02,3.511256873607635498e-01,-3.482392728328704834e-01,2.836803793907165527e-01,-1.386542320251464844e+00,-3.299763485160589482e-02,-1.665140764476991109e-01,1.850156404974434565e-02,3.526741435873947950e-01,-3.358892195010305670e-01,2.916380560006093248e-01,-1.313992523079269503e+00,2.557847827672957708e-01,2.922095826268196195e-01,2.622060000896453968e-01,1.000000000000000000e+00
1.788370404574996948e+09,-3.166547417640686035e-02,-1.717044264078140259e-01,1.145137287676334381e-02,3.505595028400421143e-01,-3.467738032341003418e-01,2.832109928131103516e-01,-1.388346314430236816e+00,-3.299763485160589482e-02,-1.665140764476991109e-01,1.850156404974434565e-02,3.500038147554729306e-01,-3.358892195010305670e-01,2.916380560006093248e-01,-1.316662851911191368e+00,2.567453253269195157e-01,2.904839720577001572e-01,2.621943950653076172e-01,1.000000000000000000e+00
1.788370404826325417e+09,-3.180679678916931152e-02,-1.715529859066009521e-01,1.273542083799839020e-02,3.500891029834747314e-01,-3.447993695735931396e-01,2.827106118202209473e-01,-1.389958143234252930e+00,-3.299763485160589482e-02,-1.665140764476991109e-01,1.850156404974434565e-02,3.500038147554729306e-01,-3.358892195010305670e-01,2.912565804531919156e-01,-1.316662851911191368e+00,2.567243289947509499e-01,2.905340629816055564e-01,2.621212506294250399e-01,1.000000000000000000e+00
1.788370405078713179e+09,-3.189601749181747437e-02,-1.715071648359298706e-01,1.374410558491945267e-02,3.495934903621673584e-01,-3.429394364356994629e-01,2.823021709918975830e-01,-1.391265511512756348e+00,-3.299763485160589482e-02,-1.665140764476991109e-01,1.850156404974434565e-02,3.500038147554729306e-01,-3.358892195010305670e-01,2.912565804531919156e-01,-1.317044327458608777e+00,2.567581450939178112e-01,2.905605971813202126e-01,2.620801150798797718e-01,1.000000000000000000e+00
1.788370405325817823e+09,-3.197907656431198120e-02,-1.715898960828781128e-01,1.439762674272060394e-02,3.490699529647827148e-01,-3.413215279579162598e-01,2.819769978523254395e-01,-1.392283082008361816e+00,-3.299763485160589482e-02,-1.665140764476991109e-01,1.850156404974434565e-02,3.500038147554729306e-01,-3.358892195010305670e-01,2.912565804531919156e-01,-1.317044327458608777e+00,2.567566955089568559e-01,2.905673659592866720e-01,2.620747649669647461e-01,1.000000000000000000e+00
1.788370405577358246e+09,-3.207834064960479736e-02,-1.717355400323867798e-01,1.476508844643831253e-02,3.485494554042816162e-01,-3.399198055267333984e-01,2.817240357398986816e-01,-1.393077254295349121e+00,-3.299763485160589482e-02,-1.665140764476991109e-01,1.850156404974434565e-02,3.496223392080555215e-01,-3.358892195010305670e-01,2.912565804531919156e-01,-1.317425803006026186e+00,2.567491984367370472e-01,2.904937355220317818e-01,2.620996928215026944e-01,1.000000000000000000e+00
1.788370405826331139e+09,-3.217890486121177673e-02,-1.719013899564743042e-01,1.501420792192220688e-02,3.480896949768066406e-01,-3.385887145996093750e-01,2.815409302711486816e-01,-1.393758058547973633e+00,-3.337911039902330401e-02,-1.665140764476991109e-01,1.850156404974434565e-02,3.465705348287162479e-01,-3.355077439536131578e-01,2.908751049057745064e-01,-1.320096131837948050e+00,2.566836047172545987e-01,2.901779903471469746e-01,2.622350192070007635e-01,1.000000000000000000e+00
