# t,q1,q2,q3,q4,q5,q6,q7,m1,m2,m3,m4,m5,m6,m7,px,py,pz,is_policy
1.788372157153193474e+09,-7.866511121392250061e-03,-3.696999847888946533e-01,5.034563131630420685e-03,9.328018426895141602e-01,-4.636598527431488037e-01,-2.073478419333696365e-03,-3.304105401039123535e-01,2.803845273517957537e-02,-3.191042954146645627e-01,8.201724269474297557e-03,8.657587548638137065e-01,-4.617761501487755993e-01,1.316090638590061701e-02,-2.824826428625932806e-01,2.200000000000000011e-01,1.000000000000000333e-01,1.600000000000000311e-01,1.000000000000000000e+00
1.788372157304849625e+09,9.591353125870227814e-03,-3.516999483108520508e-01,2.384778670966625214e-02,9.302576780319213867e-01,-4.580062031745910645e-01,-9.232804179191589355e-03,-3.296691179275512695e-01,2.803845273517957537e-02,-3.191042954146645627e-01,8.201724269474297557e-03,8.657587548638137065e-01,-4.617761501487755993e-01,8.964675364309115935e-03,-2.824826428625932806e-01,2.214910113811492665e-01,1.000000000000000333e-01,1.600000000000000311e-01,1.000000000000000000e+00
1.788372157555171728e+09,3.774278238415718079e-02,-3.216999471187591553e-01,5.622318014502525330e-02,9.250113368034362793e-01,-4.481501579284667969e-01,-2.100836113095283508e-02,-3.272566199302673340e-01,4.520485236896298886e-02,-3.095674067292293330e-01,3.376058594644071320e-02,8.676661326009007524e-01,-4.610131990539407809e-01,-8.583199816891706746e-03,-2.828641184100106898e-01,2.346424615383148060e-01,1.000000000000000333e-01,1.600000000000000311e-01,1.000000000000000000e+00
1.788372157806966305e+09,7.313973456621170044e-02,-2.797118723392486572e-01,1.034516468644142151e-01,9.146478772163391113e-01,-4.333131015300750732e-01,-3.686320036649703979e-02,-3.200859129428863525e-01,7.076371404592940451e-02,-2.813382162203410530e-01,6.733043411917272181e-02,8.680476081483181616e-01,-4.579613946746015074e-01,-2.079041733424880078e-02,-2.824826428625932806e-01,2.546424615383148238e-01,1.000000000000000333e-01,1.600000000000000311e-01,1.000000000000000000e+00
