t_send,step_idx,publish_dt,cmd_l_aj_1,cmd_l_aj_2,cmd_l_aj_3,cmd_l_aj_4,cmd_l_aj_5,cmd_l_aj_6,cmd_l_aj_7,meas_l_aj_1,meas_l_aj_2,meas_l_aj_3,meas_l_aj_4,meas_l_aj_5,meas_l_aj_6,meas_l_aj_7,eff_l_aj_1,eff_l_aj_2,eff_l_aj_3,eff_l_aj_4,eff_l_aj_5,eff_l_aj_6,eff_l_aj_7,cmd_gripper
573635.628888127,-1,0.08,-0.4159990844586865,0.033379110399023304,-0.03948271915770185,0.637636377508203,-0.10547798886091364,0.6399252307927075,-0.7387273975738164,-0.4159990844586865,0.033379110399023304,-0.03948271915770185,0.637636377508203,-0.10547798886091364,0.6399252307927075,-0.7387273975738164,-6.975824175824172,-0.01318681318681314,0.49914529914529737,3.494017094017096,0.3003663003662993,0.1684981684981679,-0.6080586080586077,0.0
573635.708884809,-1,0.08,-0.4109690959052067,0.028265621557182485,-0.039001685168824296,0.6413359228954467,-0.10997826396438944,0.6319299154079767,-0.7336258050224854,-0.4159990844586865,0.033379110399023304,-0.03948271915770185,0.637636377508203,-0.10509651331349623,0.6399252307927075,-0.7394903486686513,-6.949450549450546,-0.22417582417582338,0.2666666666666657,3.9863247863247864,0.3833943833943838,0.11965811965811923,-0.7399267399267391,0.0
573635.788872138,-1,0.08,-0.40593910735172695,0.023152132715341667,-0.03852065117994674,0.6450354682826904,-0.11447853906786523,0.623934600023246,-0.7285242124711543,-0.4159990844586865,0.032997634851605895,-0.03948271915770185,0.637636377508203,-0.10509651331349623,0.6391622796978726,-0.7394903486686513,-6.606593406593404,-0.567032967032965,0.294017094017093,4.191452991452991,0.33943833943834,0.056166056166055967,-0.6862026862026855,0.0
573635.869008057,-1,0.08,-0.40090911879824714,0.018038643873500848,-0.038039617191069186,0.6487350136699342,-0.11897881417134101,0.6159392846385153,-0.7234226199198233,-0.4159990844586865,0.03147173266193626,-0.03948271915770185,0.637636377508203,-0.10509651331349623,0.635728999771116,-0.7394903486686513,-6.290109890109889,-0.7780219780219753,0.3213675213675202,4.437606837606843,0.29548229548229443,0.0512820512820511,-0.6373626373626369,0.0
573635.948878558,-1,0.08,-0.3958791302447674,0.01292515503166003,-0.03755858320219163,0.652434559057178,-0.12347908927481681,0.6079439692537846,-0.7183210273684921,-0.4156176089112691,0.027275501640344757,-0.03948271915770185,0.637636377508203,-0.10547798886091364,0.6296253910124374,-0.7394903486686513,-5.947252747252747,-0.8571428571428612,0.3487179487179475,4.656410256410261,0.2417582417582409,0.0366300366300365,-0.5836385836385833,0.0
573636.028855626,-1,0.08,-0.3908491416912876,0.007811666189819211,-0.037077549213314076,0.6561341044444217,-0.1279793643782926,0.5999486538690538,-0.7132194348171611,-0.41447318226901686,0.019645990691996573,-0.03948271915770185,0.637636377508203,-0.1077668421454181,0.6197070267795848,-0.7391088731212339,-5.736263736263737,-0.567032967032965,0.38974358974358836,4.861538461538466,0.25152625152625063,0.12942612942612897,-0.5445665445665444,0.0
573636.108830402,-1,0.08,-0.3858191531378078,0.0026981773479783887,-0.03659651522443652,0.6598336498316654,-0.13247963948176839,0.5919533384843231,-0.7081178422658301,-0.40951400015259054,0.012397955291065799,-0.03948271915770185,0.6387808041504552,-0.10891126878767032,0.6090257114518973,-0.7375829709315642,-5.815384615384616,-0.6725274725274701,0.37606837606837473,4.943589743589747,0.18803418803418737,0.04151404151404137,-0.5250305250305249,0.0
573636.188861726,-1,0.08,-0.38078916458432804,-0.0024153114938624265,-0.036115481235558966,0.6635331952189091,-0.1369799145852442,0.5839580230995923,-0.7030162497144989,-0.3988326848249031,0.005531395437552433,-0.03948271915770185,0.6437399862668816,-0.11005569542992255,0.6052109559777232,-0.7310978866254683,-6.316483516483515,-0.567032967032965,0.3487179487179475,5.039316239316243,0.16361416361416303,0.0073260073260073,-0.5299145299145298,0.0
573636.268879512,-1,0.08,-0.37575917603084824,-0.007528800335703245,-0.03563444724668141,0.6672327406061529,-0.14148018968871998,0.5759627077148617,-0.6979146571631679,-0.38967727168688526,0.000953688868543523,-0.03948271915770185,0.644121461814299,-0.1161593041886011,0.6017776760509665,-0.7295719844357986,-6.263736263736263,-0.6461538461538439,0.403418803418802,5.107692307692311,0.24664224664224577,-0.0366300366300365,-0.485958485958486,0.0
573636.349222579,-1,0.08,-0.3707291874773685,-0.012642289177544064,-0.035153413257803856,0.6709322859933966,-0.14598046479219579,0.5679673923301309,-0.6928130646118368,-0.3824292362859545,-0.0020981155107957505,-0.03948271915770185,0.6448844129091338,-0.12302586404211446,0.5991073472190447,-0.7204165712977808,-6.448351648351647,-0.8835164835164875,0.44444444444444287,5.285470085470088,0.26617826617826523,-0.0659340659340657,-0.5787545787545785,0.0
573636.428891538,-1,0.08,-0.3656991989238887,-0.017755778019384882,-0.0346723792689263,0.6746318313806403,-0.15048073989567157,0.5599720769454002,-0.6877114720605058,-0.3793774319066152,-0.004768444342717615,-0.03948271915770185,0.6483176928358905,-0.1283665217059582,0.589188982986192,-0.7127870603494326,-6.131868131868131,-1.0153846153846189,0.44444444444444287,5.203418803418806,0.18803418803418737,-0.0024420024420024333,-0.5738705738705736,0.0
573636.508865349,-1,0.08,-0.3606692103704089,-0.022869266861225708,-0.034191345280048746,0.678331376767884,-0.15498101499914735,0.5519767615606694,-0.6826098795091747,-0.3786144808117804,-0.010109102006561344,-0.03948271915770185,0.6528953994048994,-0.1287479972533756,0.5712596322575738,-0.7124055848020152,-5.78901098901099,-1.0153846153846189,0.4717948717948701,5.107692307692311,0.14896214896214843,0.14896214896214843,-0.5103785103785103,0.0
573636.588891277,-1,0.08,-0.35563922181692914,-0.027982755703066527,-0.03371031129117119,0.6820309221551277,-0.15948129010262316,0.5439814461759387,-0.6775082869578436,-0.37747005416952817,-0.017357137407492118,-0.03948271915770185,0.6597619592584127,-0.1325627527275497,0.5624856946669734,-0.7104982070649282,-5.630769230769232,-0.9626373626373663,0.48547008547008375,4.957264957264961,0.17338217338217277,0.056166056166055967,-0.5250305250305249,0.0
573636.669026538,-1,0.08,-0.35060923326344934,-0.03309624454490734,-0.033229277302293636,0.6857304675423715,-0.16398156520609894,0.535986130791208,-0.6724066944065126,-0.37327382314793667,-0.022697795071335847,-0.03948271915770185,0.6631952391851694,-0.13866636148622824,0.5571450370031297,-0.7024872205691626,-5.472527472527474,-1.0681318681318714,0.512820512820511,5.107692307692311,0.1831501831501825,0.0512820512820511,-0.5299145299145298,0.0
573636.749094091,-1,0.08,-0.3455792447099696,-0.03820973338674816,-0.03274824331341608,0.6894300129296153,-0.16848184030957475,0.5279908154064773,-0.6673051018551814,-0.3664072632944233,-0.026894026092927348,-0.03948271915770185,0.6635767147325868,-0.14705882352941124,0.5518043793392859,-0.6937132829785622,-5.7626373626373635,-1.0681318681318714,0.512820512820511,5.326495726495729,0.22222222222222143,0.0024420024420024333,-0.5836385836385833,0.0
