t_recv,t_send,step_idx,arm_target_0,arm_target_1,arm_target_2,arm_target_3,arm_target_4,arm_target_5,arm_target_6,grip_cmd
1788154861.474800,1788154861.474505,164,-0.232587,-0.155838,0.044464,1.032744,-0.420390,0.393831,-0.333562,0.025351
1788154861.561321,1788154861.560617,165,-0.226375,-0.158935,0.049174,1.033307,-0.419328,0.384512,-0.332200,0.025515
1788154861.654194,1788154861.653964,166,-0.221156,-0.160934,0.055715,1.033601,-0.420780,0.373006,-0.330672,0.025206
1788154861.741857,1788154861.739484,167,-0.219744,-0.160596,0.061006,1.035348,-0.425857,0.364383,-0.330002,0.025144
1788154861.822238,1788154861.822009,168,-0.219428,-0.158476,0.062038,1.039725,-0.426539,0.364375,-0.332847,0.025078
1788154861.919589,1788154861.919203,169,-0.220150,-0.155409,0.058086,1.045297,-0.426317,0.370596,-0.334546,0.025160
1788154862.015545,1788154862.015316,170,-0.223597,-0.153164,0.052352,1.047554,-0.423815,0.379833,-0.331963,0.025108
1788154862.111571,1788154862.111326,171,-0.224789,-0.153677,0.048567,1.047316,-0.417549,0.386710,-0.326469,0.025127
1788154862.201286,1788154862.201054,172,-0.223245,-0.154947,0.049093,1.046813,-0.416862,0.388186,-0.322129,0.025073
1788154862.291833,1788154862.291584,173,-0.216237,-0.157843,0.053728,1.049680,-0.416080,0.381314,-0.324580,0.025077
1788154862.377563,1788154862.377318,174,-0.209933,-0.160085,0.059191,1.052756,-0.417345,0.371356,-0.329034,0.025129
1788154862.467474,1788154862.467200,175,-0.208453,-0.160378,0.062935,1.054836,-0.420272,0.363855,-0.333828,0.025277
1788154862.554942,1788154862.554682,176,-0.209531,-0.158551,0.062296,1.057308,-0.420675,0.363986,-0.340623,0.025123
1788154862.633132,1788154862.632879,177,-0.214946,-0.157193,0.058152,1.055511,-0.419135,0.367375,-0.344135,0.025302
1788154862.716562,1788154862.716335,178,-0.221955,-0.157533,0.053565,1.048461,-0.414463,0.371679,-0.345036,0.025159
1788154862.795049,1788154862.794704,179,-0.223934,-0.160415,0.050348,1.042041,-0.411211,0.371703,-0.346052,0.025302
1788154862.895685,1788154862.895438,180,-0.222893,-0.164097,0.050706,1.038121,-0.413075,0.366175,-0.346417,0.025200
1788154862.990179,1788154862.989944,181,-0.218049,-0.165753,0.053965,1.036752,-0.411076,0.360568,-0.350148,0.025174
1788154863.072968,1788154863.072752,182,-0.213452,-0.165235,0.057922,1.036936,-0.414384,0.353799,-0.355868,0.025199
1788154863.157685,1788154863.157273,183,-0.214941,-0.162388,0.059061,1.034710,-0.416092,0.352078,-0.359053,0.024966
1788154863.243185,1788154863.242824,184,-0.219067,-0.158138,0.055461,1.031578,-0.415710,0.357349,-0.360344,0.024922
1788154863.331112,1788154863.330883,185,-0.223488,-0.155593,0.049432,1.029698,-0.417442,0.364186,-0.358085,0.025278
1788154863.419328,1788154863.419000,186,-0.224662,-0.155445,0.043577,1.030812,-0.417136,0.370775,-0.355337,0.025138
1788154863.503752,1788154863.503408,187,-0.222203,-0.157075,0.041826,1.033720,-0.415620,0.373423,-0.350699,0.025060
1788154863.591418,1788154863.590130,188,-0.215338,-0.160659,0.044856,1.037641,-0.413603,0.368063,-0.348081,0.024988
1788154863.675724,1788154863.674404,189,-0.207987,-0.163623,0.050367,1.040346,-0.412721,0.359502,-0.346791,0.025055
1788154863.768482,1788154863.766205,190,-0.203106,-0.165419,0.057150,1.043230,-0.415850,0.348862,-0.345793,0.025188
1788154863.870999,1788154863.870681,191,-0.201554,-0.164448,0.060926,1.048369,-0.419783,0.343756,-0.347296,0.025130
1788154863.974301,1788154863.973835,192,-0.203561,-0.162260,0.060073,1.052469,-0.419565,0.345436,-0.349986,0.025203
1788154864.071495,1788154864.070660,193,-0.209536,-0.160249,0.056415,1.051397,-0.416772,0.351432,-0.350066,0.025204
1788154864.171376,1788154864.170936,194,-0.215196,-0.159398,0.051354,1.047496,-0.413941,0.358204,-0.349550,0.025230
1788154864.269394,1788154864.269065,195,-0.215751,-0.160088,0.047430,1.045708,-0.411511,0.363635,-0.349261,0.025138
1788154864.360590,1788154864.360223,196,-0.212515,-0.161535,0.048093,1.045788,-0.410791,0.363873,-0.347856,0.025173
1788154864.450956,1788154864.450447,197,-0.210286,-0.162980,0.052705,1.042589,-0.409557,0.358512,-0.344896,0.025239
1788154864.542231,1788154864.539480,198,-0.211672,-0.161930,0.057861,1.037018,-0.412218,0.353647,-0.342154,0.025068
1788154864.638544,1788154864.638243,199,-0.214847,-0.158327,0.059841,1.032935,-0.415830,0.354293,-0.343226,0.025130
1788154864.730399,1788154864.729502,200,-0.217214,-0.154866,0.058245,1.032256,-0.418321,0.358517,-0.349062,0.025029
1788154864.819465,1788154864.819185,201,-0.221316,-0.153880,0.053879,1.030967,-0.417890,0.363177,-0.352612,0.024893
1788154864.903572,1788154864.903297,202,-0.223229,-0.154399,0.047760,1.030135,-0.414799,0.369687,-0.356370,0.025188
1788154864.992061,1788154864.991764,203,-0.223148,-0.155174,0.043964,1.028507,-0.412778,0.374058,-0.357861,0.025153
1788154865.074605,1788154865.074289,204,-0.223554,-0.157689,0.045452,1.023964,-0.411465,0.370358,-0.353818,0.025101
1788154865.159926,1788154865.159669,205,-0.220619,-0.160023,0.050371,1.021240,-0.411171,0.362519,-0.352341,0.025072
1788154865.242390,1788154865.242081,206,-0.215857,-0.161278,0.056553,1.022371,-0.414079,0.352807,-0.353550,0.025102
1788154865.329898,1788154865.329597,207,-0.214617,-0.159910,0.059746,1.025691,-0.418434,0.348394,-0.355437,0.025050
1788154865.420509,1788154865.420141,208,-0.216984,-0.157418,0.058414,1.029137,-0.418937,0.351362,-0.356471,0.025292
1788154865.503297,1788154865.502944,209,-0.222537,-0.154926,0.053078,1.030487,-0.419104,0.358699,-0.354569,0.026011
1788154865.592757,1788154865.592518,210,-0.226554,-0.153705,0.046151,1.032100,-0.417968,0.368284,-0.352099,0.026457
1788154865.674538,1788154865.674262,211,-0.230460,-0.154274,0.041230,1.031022,-0.415600,0.376456,-0.343787,0.026380
1788154865.756075,1788154865.755834,212,-0.229254,-0.157079,0.042003,1.029884,-0.413275,0.377005,-0.339564,0.026540
1788154865.839558,1788154865.839324,213,-0.225221,-0.157192,0.045133,1.028383,-0.412707,0.375407,-0.341361,0.026416
1788154865.930016,1788154865.929572,214,-0.223425,-0.155238,0.049434,1.025729,-0.415143,0.372217,-0.343655,0.026424
1788154866.021618,1788154866.021137,215,-0.226823,-0.153167,0.052557,1.021196,-0.419671,0.367729,-0.345523,0.026406
1788154866.113467,1788154866.113225,216,-0.231517,-0.150257,0.051671,1.016403,-0.421602,0.367218,-0.352061,0.026392
1788154866.196215,1788154866.195857,217,-0.240468,-0.148351,0.048690,1.007064,-0.422955,0.368044,-0.356043,0.026410
1788154866.285715,1788154866.285408,218,-0.248718,-0.148168,0.045072,0.995043,-0.419850,0.369636,-0.360280,0.026395
1788154866.370416,1788154866.370150,219,-0.251859,-0.149434,0.043939,0.985507,-0.419166,0.367676,-0.365826,0.026421
1788154866.454771,1788154866.454415,220,-0.251395,-0.151993,0.047116,0.978607,-0.417869,0.359953,-0.368240,0.026414
1788154866.541690,1788154866.541455,221,-0.249228,-0.153613,0.052683,0.972781,-0.417241,0.349842,-0.370684,0.026409
