t_recv,t_send,step_idx,arm_target_0,arm_target_1,arm_target_2,arm_target_3,arm_target_4,arm_target_5,arm_target_6,grip_cmd
1788152028.103391,1788152028.102613,0,-0.007300,-0.373466,0.003300,0.930830,-0.464755,-0.003715,-0.328168,0.044000
1788152028.391510,1788152028.391292,1,0.011700,-0.366467,0.017310,0.922856,-0.462070,-0.015958,-0.320773,0.044000
1788152028.561307,1788152028.560839,2,0.043223,-0.353367,0.044149,0.909785,-0.455936,-0.037782,-0.307629,0.044000
1788152028.768005,1788152028.767801,3,0.082120,-0.334296,0.084306,0.892779,-0.445040,-0.068066,-0.288632,0.044000
1788152028.937606,1788152028.936145,4,0.120725,-0.311179,0.135439,0.874048,-0.428871,-0.104406,-0.264590,0.044000
1788152029.182011,1788152029.181674,5,0.152342,-0.286851,0.194974,0.856046,-0.407073,-0.145578,-0.236434,0.044000
1788152029.356335,1788152029.354993,6,0.172597,-0.264532,0.259376,0.841066,-0.380111,-0.190558,-0.205808,0.044000
1788152029.525188,1788152029.524974,7,0.180073,-0.246629,0.324844,0.830386,-0.349519,-0.233881,-0.174735,0.044000
1788152029.707040,1788152029.706819,8,0.174433,-0.234761,0.388206,0.823693,-0.318861,-0.276596,-0.144268,0.044000
1788152029.927944,1788152029.927736,9,0.155867,-0.229010,0.448012,0.820663,-0.287612,-0.318695,-0.119314,0.044000
1788152030.182410,1788152030.181615,10,0.124007,-0.229884,0.502042,0.821176,-0.256667,-0.358914,-0.096707,0.044000
1788152030.352448,1788152030.351528,11,0.078652,-0.238423,0.547323,0.824288,-0.227392,-0.395727,-0.076526,0.044000
1788152030.520945,1788152030.520473,12,0.019737,-0.256527,0.569812,0.827819,-0.203790,-0.426708,-0.058908,0.044000
1788152030.647794,1788152030.647423,13,-0.050141,-0.285705,0.576027,0.827573,-0.186590,-0.449247,-0.043297,0.044000
1788152030.814612,1788152030.814360,14,-0.124735,-0.324991,0.566409,0.818193,-0.176674,-0.461503,-0.027977,0.044000
1788152031.023963,1788152031.023389,15,-0.196935,-0.369332,0.543389,0.795192,-0.174388,-0.462417,-0.010706,0.044000
1788152031.228001,1788152031.227377,16,-0.262027,-0.407823,0.514634,0.760260,-0.177989,-0.455349,0.009488,0.044000
1788152031.405967,1788152031.405586,17,-0.320548,-0.434845,0.486218,0.720337,-0.184877,-0.446094,0.031114,0.044000
1788152031.587399,1788152031.586260,18,-0.373375,-0.449780,0.459923,0.679602,-0.194016,-0.437021,0.052651,0.044000
1788152031.763835,1788152031.763421,19,-0.420129,-0.452121,0.436635,0.639983,-0.205120,-0.428900,0.073245,0.044000
1788152031.992797,1788152031.992316,20,-0.460095,-0.441448,0.417056,0.602996,-0.218148,-0.422497,0.092180,0.044000
1788152032.171412,1788152032.171029,21,-0.492647,-0.417389,0.401027,0.569592,-0.233179,-0.418137,0.108835,0.044000
1788152032.387109,1788152032.386901,22,-0.517569,-0.379748,0.387816,0.540707,-0.250375,-0.415300,0.122393,0.044000
1788152032.567877,1788152032.567638,23,-0.535109,-0.328470,0.376660,0.518422,-0.270045,-0.411783,0.131006,0.044000
