t_recv,t_send,step_idx,arm_target_0,arm_target_1,arm_target_2,arm_target_3,arm_target_4,arm_target_5,arm_target_6,grip_cmd
1788153718.904815,1788153718.904455,0,-0.007300,-0.373466,0.003300,0.930830,-0.464755,-0.003715,-0.328168,0.044000
1788153719.250074,1788153719.249821,1,0.011700,-0.366467,0.017310,0.922856,-0.462070,-0.015958,-0.320773,0.044000
1788153719.494490,1788153719.494248,2,0.043223,-0.353367,0.044149,0.909785,-0.455936,-0.037782,-0.307629,0.044000
1788153719.734569,1788153719.734280,3,0.082120,-0.334296,0.084306,0.892779,-0.445040,-0.068066,-0.288632,0.044000
1788153719.977026,1788153719.976725,4,0.120725,-0.311179,0.135439,0.874048,-0.428871,-0.104406,-0.264590,0.044000
1788153720.216460,1788153720.216230,5,0.152342,-0.286851,0.194974,0.856046,-0.407073,-0.145578,-0.236434,0.044000
1788153720.432912,1788153720.432607,6,0.172597,-0.264532,0.259376,0.841066,-0.380111,-0.190558,-0.205808,0.044000
1788153720.669692,1788153720.669312,7,0.180073,-0.246629,0.324844,0.830386,-0.349519,-0.233881,-0.174735,0.044000
1788153720.950497,1788153720.950154,8,0.174433,-0.234761,0.388206,0.823693,-0.318861,-0.276596,-0.144268,0.044000
1788153721.183550,1788153721.183323,9,0.155867,-0.229010,0.448012,0.820663,-0.287612,-0.318695,-0.119314,0.044000
1788153721.456127,1788153721.455731,10,0.124007,-0.229884,0.502042,0.821176,-0.256667,-0.358914,-0.096707,0.044000
1788153721.734961,1788153721.734743,11,0.078652,-0.238423,0.547323,0.824288,-0.227392,-0.395727,-0.076526,0.044000
1788153721.989386,1788153721.987109,12,0.019737,-0.256527,0.569812,0.827819,-0.203790,-0.426708,-0.058908,0.044000
1788153722.230688,1788153722.230478,13,-0.050141,-0.285705,0.576027,0.827573,-0.186590,-0.449247,-0.043297,0.044000
1788153722.504374,1788153722.502194,14,-0.124735,-0.324991,0.566409,0.818193,-0.176674,-0.461503,-0.027977,0.044000
1788153722.742065,1788153722.741810,15,-0.196935,-0.369332,0.543389,0.795192,-0.174388,-0.462417,-0.010706,0.044000
1788153723.014056,1788153723.013835,16,-0.262027,-0.407823,0.514634,0.760260,-0.177989,-0.455349,0.009488,0.044000
1788153723.330398,1788153723.328979,17,-0.320548,-0.434845,0.486218,0.720337,-0.184877,-0.446094,0.031114,0.044000
1788153723.572053,1788153723.571785,18,-0.373375,-0.449780,0.459923,0.679602,-0.194016,-0.437021,0.052651,0.044000
1788153723.812128,1788153723.811725,19,-0.420129,-0.452121,0.436635,0.639983,-0.205120,-0.428900,0.073245,0.044000
1788153724.050858,1788153724.050674,20,-0.460095,-0.441448,0.417056,0.602996,-0.218148,-0.422497,0.092180,0.044000
1788153724.297833,1788153724.297648,21,-0.492647,-0.417389,0.401027,0.569592,-0.233179,-0.418137,0.108835,0.044000
1788153724.539667,1788153724.539339,22,-0.517569,-0.379748,0.387816,0.540707,-0.250375,-0.415300,0.122393,0.044000
1788153724.787365,1788153724.786866,23,-0.535109,-0.328470,0.376660,0.518422,-0.270045,-0.411783,0.131006,0.044000
1788153725.045996,1788153725.045697,24,-0.547183,-0.272657,0.364228,0.504703,-0.290503,-0.397676,0.132433,0.044000
1788153725.312562,1788153725.312371,25,-0.558979,-0.227131,0.348743,0.493688,-0.308279,-0.371322,0.131895,0.044000
1788153725.550086,1788153725.549906,26,-0.574068,-0.193564,0.330148,0.483526,-0.323266,-0.335006,0.132926,0.044000
1788153725.786433,1788153725.785727,27,-0.595254,-0.170452,0.307721,0.477753,-0.336332,-0.287514,0.134672,0.044000
1788153726.021159,1788153726.020966,28,-0.618828,-0.151503,0.282925,0.479237,-0.347928,-0.231211,0.134409,0.000000
1788153726.302788,1788153726.302417,29,-0.639028,-0.135708,0.259470,0.486433,-0.352636,-0.170453,0.131733,0.000000
1788153726.551154,1788153726.550967,30,-0.654671,-0.123540,0.243777,0.494317,-0.350650,-0.113433,0.129244,0.000000
1788153726.791039,1788153726.790523,31,-0.669990,-0.116876,0.236003,0.500786,-0.343242,-0.067684,0.127127,0.000000
1788153727.028233,1788153727.028029,32,-0.687609,-0.117785,0.232527,0.505605,-0.334029,-0.037649,0.124293,0.000000
1788153727.275733,1788153727.275080,33,-0.704822,-0.125588,0.231753,0.510421,-0.325374,-0.026533,0.119843,0.000000
1788153727.551326,1788153727.551130,34,-0.717682,-0.138994,0.232928,0.518441,-0.318700,-0.033947,0.112515,0.000000
